# generated by: gensig.py sine -a 0.3 -o sig_sine_2k.csv --freq 2000
# date: 2026-04-03T17:19:15
# signal: 2000 Hz sine
# samples: 4096
# fs: 48828.0
# amplitude: 0.3
time_s,speaker
0.000000000000000000e+00,0.000000000000000000e+00
2.048005242893421765e-05,7.635849624021899540e-02
4.096010485786843531e-05,1.476873072628300532e-01
6.144015728680264957e-05,2.092880499925387217e-01
8.192020971573687061e-05,2.571031229788584560e-01
1.024002621446710917e-04,2.879829780035849662e-01
1.228803145736052991e-04,2.998935788037315753e-01
1.433603670025395337e-04,2.920503817367824384e-01
1.638404194314737412e-04,2.649700131676979709e-01
1.843204718604079758e-04,2.204362396213032926e-01
2.048005242893421833e-04,1.613824722243178134e-01
2.252805767182763908e-04,9.169854479413679094e-02
2.457606291472105983e-04,1.597449297784586664e-02
2.662406815761448600e-04,-6.080178845460563336e-02
2.867207340050790675e-04,-1.335730950427101993e-01
3.072007864340132750e-04,-1.975460274526101567e-01
3.276808388629474825e-04,-2.485067296196596387e-01
3.481608912918816899e-04,-2.830984527472063528e-01
3.686409437208159516e-04,-2.990426621988573896e-01
3.891209961497501591e-04,-2.952891231149172846e-01
4.096010485786843666e-04,-2.720850787096160683e-01
4.300811010076185741e-04,-2.309589645190189278e-01
4.505611534365527816e-04,-1.746197313316718569e-01
4.710412058654869891e-04,-1.067784083360268227e-01
4.915212582944211966e-04,-3.190366000578804401e-02
5.120013107233554583e-04,4.507256196549611765e-02
5.324813631522897200e-04,1.190798831621449616e-01
5.529614155812238733e-04,1.852434887600622748e-01
5.734414680101581350e-04,2.392052244554670748e-01
5.939215204390922882e-04,2.774106652962260999e-01
6.144015728680265499e-04,2.973432433758101956e-01
6.348816252969608116e-04,2.976900125487071946e-01
6.553616777258949649e-04,2.784281313517045220e-01
6.758417301548292266e-04,2.408263675564343009e-01
6.963217825837633799e-04,1.873615252492689398e-01
7.168018350126976416e-04,1.215552993332636722e-01
7.372818874416319033e-04,4.774230374155599699e-02
7.577619398705660566e-04,-2.921544680483312284e-02
7.782419922995003183e-04,-1.042487945911442782e-01
7.987220447284344715e-04,-1.724153410792869934e-01
8.192020971573687332e-04,-2.292249995325059131e-01
8.396821495863029949e-04,-2.709357541515297063e-01
8.601622020152371482e-04,-2.948001442574232911e-01
8.806422544441714099e-04,-2.992462377659663164e-01
9.011223068731055632e-04,-2.839811733467618171e-01
9.216023593020398249e-04,-2.500104510114072864e-01
9.420824117309739782e-04,-1.995717004720447829e-01
9.625624641599082399e-04,-1.359872899060713958e-01
9.830425165888423931e-04,-6.344548369323556314e-02
1.003522569017776655e-03,1.327543587526339337e-02
1.024002621446710917e-03,8.912191098942087719e-02
1.044482673875645178e-03,1.590979829351047425e-01
1.064962726304579440e-03,2.185943726931966202e-01
1.085442778733513485e-03,2.636920911950026425e-01
1.105922831162447747e-03,2.914205806209611005e-01
1.126402883591382008e-03,2.999533831407127926e-01
1.146882936020316270e-03,2.887284485200138917e-01
1.167362988449250532e-03,2.584851560095077216e-01
1.187843040878184576e-03,2.112156119072720328e-01
1.208323093307118838e-03,1.500334307934856892e-01
1.228803145736053100e-03,7.896864373320446051e-02
1.249283198164987362e-03,2.702242712507308461e-03
1.269763250593921623e-03,-7.374215330409296387e-02
1.290243303022855668e-03,-1.453292009357624037e-01
1.310723355451789930e-03,-2.073435072272432900e-01
1.331203407880724192e-03,-2.557002295612423315e-01
1.351683460309658453e-03,-2.872141416241070777e-01
1.372163512738592715e-03,-2.998094422220456412e-01
1.392643565167526760e-03,-2.926564869756101972e-01
1.413123617596461021e-03,-2.662264364633437075e-01
1.433603670025395283e-03,-2.222602211763859970e-01
1.454083722454329545e-03,-1.636538675425926459e-01
1.474563774883263807e-03,-9.426773852147579680e-02
1.495043827312197851e-03,-1.867225396974200521e-02
1.515523879741132113e-03,5.815315998599130537e-02
1.536003932170066375e-03,1.311480625573913372e-01
1.556483984599000637e-03,1.955043262864591680e-01
1.576964037027934898e-03,2.469828453201898533e-01
1.597444089456868943e-03,2.821927625967345366e-01
1.617924141885803205e-03,2.988148234272383630e-01
1.638404194314737466e-03,2.957541433160408295e-01
1.658884246743671728e-03,2.732123273008144060e-01
1.679364299172605990e-03,2.326741903579185311e-01
1.699844351601540035e-03,1.768099535913636999e-01
1.720324404030474296e-03,1.092993584797368328e-01
1.740804456459408558e-03,3.458928466294908938e-02
1.761284508888342820e-03,-4.239916317013096153e-02
1.781764561317276865e-03,-1.165948052941400692e-01
1.802244613746211126e-03,-1.831104223061705005e-01
1.822724666175145388e-03,-2.375646731361598096e-01
1.843204718604079650e-03,-2.763706911756577678e-01
1.863684771033013911e-03,-2.969723488828980296e-01
1.884164823461947956e-03,-2.980126282660339743e-01
1.904644875890882218e-03,-2.794230067886983582e-01
1.925124928319816480e-03,-2.424279709055664200e-01
1.945604980748750741e-03,-1.894643599242233356e-01
1.966085033177684786e-03,-1.240208529614755112e-01
1.986565085606619048e-03,-5.040817188543621902e-02
2.007045138035553310e-03,2.652486317166112550e-02
2.027525190464487571e-03,1.017107224884993694e-01
2.048005242893421833e-03,1.701969616902000160e-01
2.068485295322356095e-03,2.274724360858214056e-01
2.088965347751290356e-03,2.697644468784560767e-01
2.109445400180224618e-03,2.942872464174765557e-01
2.129925452609158880e-03,2.994255336112041643e-01
2.150405505038092708e-03,2.848408527747494090e-01
2.170885557467026970e-03,2.514938874890967346e-01
2.191365609895961231e-03,2.015811809892198159e-01
