# generated by: gensig.py noise -a 0.0 -o sig_quiet.csv
# date: 2026-04-03T17:18:32
# signal: white noise (seed=42)
# samples: 4096
# fs: 48828.0
# amplitude: 0.0
time_s,speaker
0.000000000000000000e+00,0.000000000000000000e+00
2.048005242893421765e-05,-0.000000000000000000e+00
4.096010485786843531e-05,-0.000000000000000000e+00
6.144015728680264957e-05,-0.000000000000000000e+00
8.192020971573687061e-05,0.000000000000000000e+00
1.024002621446710917e-04,0.000000000000000000e+00
1.228803145736052991e-04,0.000000000000000000e+00
1.433603670025395337e-04,-0.000000000000000000e+00
1.638404194314737412e-04,-0.000000000000000000e+00
1.843204718604079758e-04,-0.000000000000000000e+00
2.048005242893421833e-04,-0.000000000000000000e+00
2.252805767182763908e-04,0.000000000000000000e+00
2.457606291472105983e-04,-0.000000000000000000e+00
2.662406815761448600e-04,-0.000000000000000000e+00
2.867207340050790675e-04,0.000000000000000000e+00
3.072007864340132750e-04,0.000000000000000000e+00
3.276808388629474825e-04,-0.000000000000000000e+00
3.481608912918816899e-04,0.000000000000000000e+00
3.686409437208159516e-04,0.000000000000000000e+00
3.891209961497501591e-04,-0.000000000000000000e+00
4.096010485786843666e-04,0.000000000000000000e+00
4.300811010076185741e-04,0.000000000000000000e+00
4.505611534365527816e-04,-0.000000000000000000e+00
4.710412058654869891e-04,-0.000000000000000000e+00
4.915212582944211966e-04,0.000000000000000000e+00
5.120013107233554583e-04,-0.000000000000000000e+00
5.324813631522897200e-04,-0.000000000000000000e+00
5.529614155812238733e-04,-0.000000000000000000e+00
5.734414680101581350e-04,0.000000000000000000e+00
5.939215204390922882e-04,0.000000000000000000e+00
6.144015728680265499e-04,0.000000000000000000e+00
6.348816252969608116e-04,0.000000000000000000e+00
6.553616777258949649e-04,0.000000000000000000e+00
6.758417301548292266e-04,0.000000000000000000e+00
6.963217825837633799e-04,-0.000000000000000000e+00
7.168018350126976416e-04,0.000000000000000000e+00
7.372818874416319033e-04,0.000000000000000000e+00
7.577619398705660566e-04,0.000000000000000000e+00
7.782419922995003183e-04,0.000000000000000000e+00
7.987220447284344715e-04,0.000000000000000000e+00
8.192020971573687332e-04,0.000000000000000000e+00
8.396821495863029949e-04,-0.000000000000000000e+00
8.601622020152371482e-04,-0.000000000000000000e+00
8.806422544441714099e-04,-0.000000000000000000e+00
9.011223068731055632e-04,-0.000000000000000000e+00
9.216023593020398249e-04,-0.000000000000000000e+00
9.420824117309739782e-04,-0.000000000000000000e+00
9.625624641599082399e-04,-0.000000000000000000e+00
9.830425165888423931e-04,0.000000000000000000e+00
1.003522569017776655e-03,-0.000000000000000000e+00
1.024002621446710917e-03,-0.000000000000000000e+00
1.044482673875645178e-03,-0.000000000000000000e+00
1.064962726304579440e-03,-0.000000000000000000e+00
1.085442778733513485e-03,0.000000000000000000e+00
1.105922831162447747e-03,0.000000000000000000e+00
1.126402883591382008e-03,0.000000000000000000e+00
1.146882936020316270e-03,-0.000000000000000000e+00
1.167362988449250532e-03,0.000000000000000000e+00
1.187843040878184576e-03,-0.000000000000000000e+00
1.208323093307118838e-03,-0.000000000000000000e+00
1.228803145736053100e-03,0.000000000000000000e+00
1.249283198164987362e-03,0.000000000000000000e+00
1.269763250593921623e-03,0.000000000000000000e+00
1.290243303022855668e-03,0.000000000000000000e+00
1.310723355451789930e-03,0.000000000000000000e+00
1.331203407880724192e-03,0.000000000000000000e+00
1.351683460309658453e-03,-0.000000000000000000e+00
1.372163512738592715e-03,-0.000000000000000000e+00
1.392643565167526760e-03,-0.000000000000000000e+00
1.413123617596461021e-03,-0.000000000000000000e+00
1.433603670025395283e-03,-0.000000000000000000e+00
1.454083722454329545e-03,0.000000000000000000e+00
1.474563774883263807e-03,0.000000000000000000e+00
1.495043827312197851e-03,-0.000000000000000000e+00
1.515523879741132113e-03,0.000000000000000000e+00
1.536003932170066375e-03,-0.000000000000000000e+00
1.556483984599000637e-03,0.000000000000000000e+00
1.576964037027934898e-03,-0.000000000000000000e+00
1.597444089456868943e-03,-0.000000000000000000e+00
1.617924141885803205e-03,-0.000000000000000000e+00
1.638404194314737466e-03,0.000000000000000000e+00
1.658884246743671728e-03,-0.000000000000000000e+00
1.679364299172605990e-03,0.000000000000000000e+00
1.699844351601540035e-03,0.000000000000000000e+00
1.720324404030474296e-03,-0.000000000000000000e+00
1.740804456459408558e-03,-0.000000000000000000e+00
1.761284508888342820e-03,0.000000000000000000e+00
1.781764561317276865e-03,0.000000000000000000e+00
1.802244613746211126e-03,-0.000000000000000000e+00
1.822724666175145388e-03,-0.000000000000000000e+00
1.843204718604079650e-03,-0.000000000000000000e+00
1.863684771033013911e-03,0.000000000000000000e+00
1.884164823461947956e-03,0.000000000000000000e+00
1.904644875890882218e-03,-0.000000000000000000e+00
1.925124928319816480e-03,-0.000000000000000000e+00
1.945604980748750741e-03,-0.000000000000000000e+00
1.966085033177684786e-03,0.000000000000000000e+00
1.986565085606619048e-03,0.000000000000000000e+00
2.007045138035553310e-03,0.000000000000000000e+00
2.027525190464487571e-03,0.000000000000000000e+00
2.048005242893421833e-03,-0.000000000000000000e+00
2.068485295322356095e-03,0.000000000000000000e+00
2.088965347751290356e-03,0.000000000000000000e+00
2.109445400180224618e-03,0.000000000000000000e+00
2.129925452609158880e-03,-0.000000000000000000e+00
2.150405505038092708e-03,0.000000000000000000e+00
2.170885557467026970e-03,-0.000000000000000000e+00
2.191365609895961231e-03,-0.000000000000000000e+00
2.211845662324895493e-03,-0.000000000000000000e+00
2.232325714753829755e-03,0.000000000000000000e+00
2.252805767182764016e-03,0.000000000000000000e+00
2.273285819611698278e-03,-0.000000000000000000e+00
2.293765872040632540e-03,-0.000000000000000000e+00
2.314245924469566802e-03,-0.000000000000000000e+00
2.334725976898501063e-03,0.000000000000000000e+00
2.355206029327434891e-03,0.000000000000000000e+00
2.375686081756369153e-03,-0.000000000000000000e+00
2.396166134185303415e-03,0.000000000000000000e+00
2.416646186614237676e-03,0.000000000000000000e+00
2.437126239043171938e-03,-0.000000000000000000e+00
2.457606291472106200e-03,0.000000000000000000e+00
2.478086343901040461e-03,0.000000000000000000e+00
2.498566396329974723e-03,0.000000000000000000e+00
2.519046448758908985e-03,0.000000000000000000e+00
2.539526501187843247e-03,-0.000000000000000000e+00
2.560006553616777075e-03,-0.000000000000000000e+00
2.580486606045711336e-03,-0.000000000000000000e+00
2.600966658474645598e-03,0.000000000000000000e+00
2.621446710903579860e-03,0.000000000000000000e+00
2.641926763332514121e-03,0.000000000000000000e+00
2.662406815761448383e-03,-0.000000000000000000e+00
2.682886868190382645e-03,-0.000000000000000000e+00
2.703366920619316906e-03,0.000000000000000000e+00
2.723846973048251168e-03,0.000000000000000000e+00
2.744327025477185430e-03,-0.000000000000000000e+00
2.764807077906119258e-03,-0.000000000000000000e+00
2.785287130335053520e-03,-0.000000000000000000e+00
2.805767182763987781e-03,0.000000000000000000e+00
2.826247235192922043e-03,0.000000000000000000e+00
2.846727287621856305e-03,-0.000000000000000000e+00
2.867207340050790566e-03,-0.000000000000000000e+00
2.887687392479724828e-03,0.000000000000000000e+00
2.908167444908659090e-03,-0.000000000000000000e+00
2.928647497337593351e-03,0.000000000000000000e+00
2.949127549766527613e-03,-0.000000000000000000e+00
2.969607602195461441e-03,-0.000000000000000000e+00
2.990087654624395703e-03,0.000000000000000000e+00
3.010567707053329965e-03,0.000000000000000000e+00
3.031047759482264226e-03,-0.000000000000000000e+00
3.051527811911198488e-03,-0.000000000000000000e+00
3.072007864340132750e-03,0.000000000000000000e+00
3.092487916769067011e-03,0.000000000000000000e+00
3.112967969198001273e-03,-0.000000000000000000e+00
3.133448021626935535e-03,0.000000000000000000e+00
3.153928074055869796e-03,-0.000000000000000000e+00
3.174408126484803624e-03,-0.000000000000000000e+00
3.194888178913737886e-03,-0.000000000000000000e+00
3.215368231342672148e-03,0.000000000000000000e+00
3.235848283771606410e-03,-0.000000000000000000e+00
3.256328336200540671e-03,-0.000000000000000000e+00
