# generated by: gensig.py chirp -a 0.3 -o sig_chirp_200_20k.csv --f0 200 --f1 20000
# date: 2026-04-03T17:17:52
# signal: 200–20000 Hz log chirp
# samples: 4096
# fs: 48828.0
# amplitude: 0.3
time_s,speaker
0.000000000000000000e+00,0.000000000000000000e+00
2.048005242893421765e-05,7.724286068521194273e-03
4.096010485786843531e-05,1.545212935101766306e-02
6.144015728680264957e-05,2.317837814820397288e-02
8.192020971573687061e-05,3.089785284530255360e-02
1.024002621446710917e-04,3.860534927302479435e-02
1.228803145736052991e-04,4.629564211974317167e-02
1.433603670025395337e-04,5.396348839303483774e-02
1.638404194314737412e-04,6.160363092860688533e-02
1.843204718604079758e-04,6.921080194464340751e-02
2.048005242893421833e-04,7.677972663947738030e-02
2.252805767182763908e-04,8.430512683048484168e-02
2.457606291472105983e-04,9.178172463199192610e-02
2.662406815761448600e-04,9.920424616995121569e-02
2.867207340050790675e-04,1.065674253310757852e-01
3.072007864340132750e-04,1.138660075440709046e-01
3.276808388629474825e-04,1.210947535904980665e-01
3.481608912918816899e-04,1.282484434428349251e-01
3.686409437208159516e-04,1.353218801271401650e-01
3.891209961497501591e-04,1.423098936077558940e-01
4.096010485786843666e-04,1.492073446913716461e-01
4.300811010076185741e-04,1.560091289477575083e-01
4.505611534365527816e-04,1.627101806444026244e-01
4.710412058654869891e-04,1.693054766922515997e-01
4.915212582944211966e-04,1.757900405996675464e-01
5.120013107233554583e-04,1.821589464317399099e-01
5.324813631522897200e-04,1.884073227719698651e-01
5.529614155812238733e-04,1.945303566833402609e-01
5.734414680101581350e-04,2.005232976657258803e-01
5.939215204390922882e-04,2.063814616065929586e-01
6.144015728680265499e-04,2.121002347218234607e-01
6.348816252969608116e-04,2.176750774835656266e-01
6.553616777258949649e-04,2.231015285318711794e-01
6.758417301548292266e-04,2.283752085669334686e-01
6.963217825837633799e-04,2.334918242186581616e-01
7.168018350126976416e-04,2.384471718902867188e-01
7.372818874416319033e-04,2.432371415727679342e-01
7.577619398705660566e-04,2.478577206265540067e-01
7.782419922995003183e-04,2.523049975274537227e-01
7.987220447284344715e-04,2.565751655731868808e-01
8.192020971573687332e-04,2.606645265472379847e-01
8.396821495863029949e-04,2.645694943366276863e-01
8.601622020152371482e-04,2.682865985001646747e-01
8.806422544441714099e-04,2.718124877837796993e-01
9.011223068731055632e-04,2.751439335794955143e-01
9.216023593020398249e-04,2.782778333246167524e-01
9.420824117309739782e-04,2.812112138377035331e-01
9.625624641599082399e-04,2.839412345878981614e-01
9.830425165888423931e-04,2.864651908941904246e-01
1.003522569017776655e-03,2.887805170511998365e-01
1.024002621446710917e-03,2.908847893780810434e-01
1.044482673875645178e-03,2.927757291871605494e-01
1.064962726304579440e-03,2.944512056689376767e-01
1.085442778733513485e-03,2.959092386901035487e-01
1.105922831162447747e-03,2.971480015012533671e-01
1.126402883591382008e-03,2.981658233509967282e-01
1.146882936020316270e-03,2.989611920032030912e-01
1.167362988449250532e-03,2.995327561541515915e-01
1.187843040878184576e-03,2.998793277463920881e-01
1.208323093307118838e-03,2.999998841761679635e-01
1.228803145736053100e-03,2.998935703912922746e-01
1.249283198164987362e-03,2.995597008764198099e-01
1.269763250593921623e-03,2.989977615227071284e-01
1.290243303022855668e-03,2.982074113789083269e-01
1.310723355451789930e-03,2.971884842810121885e-01
1.331203407880724192e-03,2.959409903575891398e-01
1.351683460309658453e-03,2.944651174080815670e-01
1.372163512738592715e-03,2.927612321513373694e-01
1.392643565167526760e-03,2.908298813417654616e-01
1.413123617596461021e-03,2.886717927505594306e-01
1.433603670025395283e-03,2.862878760095240449e-01
1.454083722454329545e-03,2.836792233151118614e-01
1.474563774883263807e-03,2.808471099903745438e-01
1.495043827312197851e-03,2.777929949026177736e-01
1.515523879741132113e-03,2.745185207346397815e-01
1.536003932170066375e-03,2.710255141075336716e-01
1.556483984599000637e-03,2.673159855531383466e-01
1.576964037027934898e-03,2.633921293343122749e-01
1.597444089456868943e-03,2.592563231113348965e-01
1.617924141885803205e-03,2.549111274528161886e-01
1.638404194314737466e-03,2.503592851896517257e-01
1.658884246743671728e-03,2.456037206106340132e-01
1.679364299172605990e-03,2.406475384984882726e-01
1.699844351601540035e-03,2.354940230051876526e-01
