# generated by: gensig.py noise -a 0.3 -o sig_noise.csv
# date: 2026-04-03T17:18:22
# signal: white noise (seed=42)
# samples: 4096
# fs: 48828.0
# amplitude: 0.3
time_s,speaker
0.000000000000000000e+00,8.139950397420678274e-02
2.048005242893421765e-05,-2.851791079223844338e-01
4.096010485786843531e-05,-1.360107083734165834e-01
6.144015728680264957e-05,-1.669271914580491567e-01
8.192020971573687061e-05,1.392990454877239548e-01
1.024002621446710917e-04,1.036374821860199386e-01
1.228803145736052991e-04,2.321992109865772258e-01
1.433603670025395337e-04,-2.482310026391049973e-01
1.638404194314737412e-04,-4.837033858919465718e-02
1.843204718604079758e-04,-2.823233631427782275e-01
2.048005242893421833e-04,-1.696554360377246495e-01
2.252805767182763908e-04,1.408513013339774507e-03
2.457606291472105983e-04,-2.842691202907365322e-01
2.662406815761448600e-04,-1.814688894945660769e-01
2.867207340050790675e-04,8.763883797020109723e-02
3.072007864340132750e-04,2.502679521257658579e-02
3.276808388629474825e-04,-1.685799238840487990e-01
3.481608912918816899e-04,5.147191344804794705e-02
3.686409437208159516e-04,1.828286670531261704e-01
3.891209961497501591e-04,-2.962239068088933225e-01
4.096010485786843666e-04,1.806741164453803394e-01
4.300811010076185741e-04,1.164291591629112721e-01
4.505611534365527816e-04,-9.709783077706567178e-02
4.710412058654869891e-04,-2.073376325671276443e-01
4.915212582944211966e-04,2.710001050543184298e-01
5.120013107233554583e-04,-9.927909042623681013e-02
5.324813631522897200e-04,-2.447663698976436930e-01
5.529614155812238733e-04,-2.423974333149633564e-01
5.734414680101581350e-04,2.055387107176428751e-01
5.939215204390922882e-04,6.009938040492450451e-02
6.144015728680265499e-04,1.814551169877290371e-01
6.348816252969608116e-04,1.352781056144858607e-01
6.553616777258949649e-04,1.982813197103915417e-02
6.758417301548292266e-04,2.804881168658580615e-01
6.963217825837633799e-04,-7.425655788969319493e-02
7.168018350126976416e-04,2.926235648560940317e-02
7.372818874416319033e-04,1.947458644753888024e-01
7.577619398705660566e-04,6.892574776252251290e-02
7.782419922995003183e-04,2.140183248637395064e-01
7.987220447284344715e-04,4.436394727778422004e-02
8.192020971573687332e-04,1.202669420495247055e-01
8.396821495863029949e-04,-2.727610874238899363e-01
8.601622020152371482e-04,-1.641304692534761578e-01
8.806422544441714099e-04,-1.274439199632232400e-01
9.011223068731055632e-04,-2.524950261340941360e-01
9.216023593020398249e-04,-1.612113943657356718e-01
9.420824117309739782e-04,-2.398408454090876496e-01
9.625624641599082399e-04,-1.342540618384547024e-01
9.830425165888423931e-04,7.916670582289385416e-02
1.003522569017776655e-03,-8.243169079095717666e-02
1.024002621446710917e-03,-7.924044707951706512e-02
1.044482673875645178e-03,-1.751032247558929333e-01
1.064962726304579440e-03,-1.408144669620385314e-01
1.085442778733513485e-03,2.587343109045906475e-01
1.105922831162447747e-03,8.653563905749669938e-02
1.126402883591382008e-03,6.332414642150430151e-02
1.146882936020316270e-03,-1.979949258749121033e-01
1.167362988449250532e-03,1.349171516058209064e-01
1.187843040878184576e-03,-2.026105422570882997e-01
1.208323093307118838e-03,-7.370702379522260650e-02
1.228803145736053100e-03,2.902773637574400101e-01
1.249283198164987362e-03,8.174134952919380470e-02
1.269763250593921623e-03,3.219127682587065442e-02
1.290243303022855668e-03,1.083596620083270567e-01
1.310723355451789930e-03,2.027688913305788487e-01
1.331203407880724192e-03,1.628830244153572360e-01
1.351683460309658453e-03,-1.634444670879048045e-01
1.372163512738592715e-03,-2.809493112748405741e-01
1.392643565167526760e-03,-1.118927269492945437e-01
1.413123617596461021e-03,-1.403592066342995159e-01
1.433603670025395283e-03,-1.742227115937786397e-01
1.454083722454329545e-03,2.624663027036033269e-01
1.474563774883263807e-03,2.227653436061599601e-01
1.495043827312197851e-03,-1.123552144469901620e-01
1.515523879741132113e-03,9.095265282766551440e-02
1.536003932170066375e-03,-6.405567425448263630e-02
1.556483984599000637e-03,2.455446282474014474e-01
1.576964037027934898e-03,-2.633679902327709654e-02
1.597444089456868943e-03,-1.420659897186646869e-01
1.617924141885803205e-03,-1.529560607079994972e-01
1.638404194314737466e-03,3.482741797691669972e-02
1.658884246743671728e-03,-1.433419160597982078e-01
1.679364299172605990e-03,4.867987111439799758e-02
1.699844351601540035e-03,2.355661785829226695e-01
1.720324404030474296e-03,-6.180721465199227882e-02
1.740804456459408558e-03,-1.692480668888352580e-01
1.761284508888342820e-03,2.950589035957053574e-01
1.781764561317276865e-03,3.897057135901652990e-03
1.802244613746211126e-03,-2.458620385571469724e-01
1.822724666175145388e-03,-2.719902472830717510e-01
1.843204718604079650e-03,-2.346813736766586445e-01
1.863684771033013911e-03,7.425143349493115719e-02
1.884164823461947956e-03,1.724764970443802836e-01
1.904644875890882218e-03,-4.822825304375667754e-02
1.925124928319816480e-03,-2.621987665696392522e-01
1.945604980748750741e-03,-7.241601062403206501e-02
1.966085033177684786e-03,2.942139415208859798e-01
1.986565085606619048e-03,1.558386248439643657e-02
2.007045138035553310e-03,2.792725524708888352e-01
2.027525190464487571e-03,2.134651313273762396e-01
2.048005242893421833e-03,-2.932513431767604928e-01
2.068485295322356095e-03,1.299024951388837446e-01
2.088965347751290356e-03,1.066271209542021398e-01
2.109445400180224618e-03,2.027097347637293878e-02
2.129925452609158880e-03,-1.409055317425040310e-01
2.150405505038092708e-03,8.231533001773458369e-02
2.170885557467026970e-03,-2.335459623232414295e-01
2.191365609895961231e-03,-4.070757139116865791e-02
2.211845662324895493e-03,-2.939640131984535762e-02
2.232325714753829755e-03,2.689732690089265410e-01
2.252805767182764016e-03,2.224582668034749688e-01
2.273285819611698278e-03,-1.429556330584124402e-01
2.293765872040632540e-03,-1.436916545495467261e-03
2.314245924469566802e-03,-1.935123113509951698e-01
2.334725976898501063e-03,2.443992489185243810e-01
2.355206029327434891e-03,2.192756250577908850e-01
2.375686081756369153e-03,-1.220403511327544377e-01
2.396166134185303415e-03,8.111473066776314633e-02
2.416646186614237676e-03,6.322821187381583163e-02
2.437126239043171938e-03,-2.089128718887890701e-01
2.457606291472106200e-03,1.548350253221779105e-01
2.478086343901040461e-03,2.170807429135599223e-02
2.498566396329974723e-03,1.644501112882048866e-01
2.519046448758908985e-03,1.632328133837063905e-02
2.539526501187843247e-03,-2.997600472417869533e-01
2.560006553616777075e-03,-1.067002568409300828e-01
2.580486606045711336e-03,-2.884808621104145709e-01
2.600966658474645598e-03,2.542261969720372994e-01
2.621446710903579860e-03,2.241699589342093235e-01
2.641926763332514121e-03,1.960947628353335859e-01
2.662406815761448383e-03,-1.166293207921589165e-01
2.682886868190382645e-03,-2.655414058666645261e-01
2.703366920619316906e-03,2.237449926424529001e-01
2.723846973048251168e-03,2.648765245477994745e-01
2.744327025477185430e-03,-2.489978983398196954e-01
2.764807077906119258e-03,-1.014510878430818254e-02
2.785287130335053520e-03,-2.588070409941232164e-01
2.805767182763987781e-03,1.536962778726705670e-01
2.826247235192922043e-03,1.568179998940172071e-01
2.846727287621856305e-03,-2.234991480304929501e-01
2.867207340050790566e-03,-1.653386613929642285e-02
2.887687392479724828e-03,2.792767420875141501e-02
2.908167444908659090e-03,-1.419607070559561202e-01
2.928647497337593351e-03,2.204178546927662852e-01
2.949127549766527613e-03,-4.764476546098291715e-02
2.969607602195461441e-03,-1.737362428230374289e-01
2.990087654624395703e-03,2.165858905788566741e-02
3.010567707053329965e-03,1.353970033303958653e-01
3.031047759482264226e-03,-1.800886397000430739e-01
3.051527811911198488e-03,-1.141221855067218460e-01
3.072007864340132750e-03,2.936340037762293909e-01
3.092487916769067011e-03,8.763503139171700818e-02
3.112967969198001273e-03,-3.871791217659473899e-02
3.133448021626935535e-03,8.699652917364131266e-03
3.153928074055869796e-03,-2.279066089203198864e-01
3.174408126484803624e-03,-1.660402430118295414e-01
3.194888178913737886e-03,-9.838950598103966827e-02
3.215368231342672148e-03,5.090095984311942406e-02
3.235848283771606410e-03,-1.628080661046920896e-01
3.256328336200540671e-03,-1.687131139699035998e-01
3.276808388629474933e-03,-2.577447022342133631e-01
3.297288441058409195e-03,7.643325645859999629e-02
3.317768493487343456e-03,-1.635078817138710949e-01
3.338248545916277718e-03,2.400988485576924791e-01
3.358728598345211980e-03,2.127824072411273748e-01
3.379208650774145808e-03,-2.578256863802828591e-01
3.399688703203080069e-03,-1.581007195573847501e-01
3.420168755632014331e-03,9.903048429871723346e-02
3.440648808060948593e-03,-1.722813014690352806e-01
3.461128860489882855e-03,-2.211601319464879256e-01
3.481608912918817116e-03,2.580539463970775160e-01
3.502088965347751378e-03,4.059978205962574277e-02
3.522569017776685640e-03,-1.809187511996791092e-02
3.543049070205619901e-03,1.680256782439736307e-01
3.563529122634553729e-03,1.816751088223081123e-01
3.584009175063487991e-03,-1.864971238927070063e-01
3.604489227492422253e-03,-2.422694936825351419e-01
3.624969279921356514e-03,-4.292349332750162311e-02
3.645449332350290776e-03,-4.738184118049457855e-02
3.665929384779225038e-03,-2.146065788785475256e-02
3.686409437208159300e-03,1.348867542437551803e-01
3.706889489637093561e-03,1.016477592011945236e-01
3.727369542066027823e-03,2.870805408915632628e-01
3.747849594494962085e-03,-2.413822719559931274e-01
3.768329646923895913e-03,-5.988560475766960267e-02
3.788809699352830174e-03,-9.766338232394833341e-02
3.809289751781764436e-03,2.139978223196465634e-01
3.829769804210698698e-03,-1.517456035430121419e-01
3.850249856639632959e-03,-1.866170499140710481e-01
3.870729909068567221e-03,-3.244527159054796245e-02
3.891209961497501483e-03,-4.839431106536764421e-02
3.911690013926435311e-03,-1.339130634012272447e-01
3.932170066355369573e-03,-1.510594118585876777e-01
3.952650118784303834e-03,2.507460481471583957e-01
3.973130171213238096e-03,-3.571647235817924232e-02
3.993610223642172358e-03,2.138048535569275488e-01
4.014090276071106619e-03,2.823894702200979365e-02
4.034570328500040881e-03,-2.699187777493356477e-01
4.055050380928975143e-03,2.960999393348489050e-01
4.075530433357909404e-03,1.986972930719847208e-01
4.096010485786843666e-03,2.780302984829579049e-01
4.116490538215777928e-03,2.525964245427533839e-01
4.136970590644712190e-03,2.062554821027165197e-01
4.157450643073646451e-03,-2.008751762356220105e-01
4.177930695502580713e-03,-1.035353398962755855e-02
4.198410747931514975e-03,-1.725733563850927188e-01
4.218890800360449236e-03,-6.082886944301651999e-02
4.239370852789383498e-03,-2.651176597660359069e-01
4.259850905218317760e-03,-7.399479169678281620e-02
4.280330957647251154e-03,2.877628654945286746e-01
4.300811010076185416e-03,-1.418733430861628675e-01
4.321291062505119678e-03,1.676982347558181041e-01
4.341771114934053939e-03,-2.862993492469616957e-02
4.362251167362988201e-03,-4.772259826500844376e-02
4.382731219791922463e-03,2.710624937761740849e-01
4.403211272220856724e-03,2.937970821515049069e-01
4.423691324649790986e-03,3.148640682172127586e-02
4.444171377078725248e-03,1.285221669706463066e-01
4.464651429507659509e-03,-2.077449361965965080e-01
4.485131481936593771e-03,-1.230766759087179585e-01
4.505611534365528033e-03,2.778591301224119792e-01
4.526091586794462295e-03,4.545467247762691870e-02
4.546571639223396556e-03,2.338828456704522205e-02
4.567051691652330818e-03,1.461628754816242937e-01
4.587531744081265080e-03,-2.659947806430399408e-01
4.608011796510199341e-03,4.843621023651472485e-02
4.628491848939133603e-03,-8.598680537076507275e-05
4.648971901368067865e-03,2.086564124426046052e-01
4.669451953797002126e-03,-2.061722794425573657e-01
4.689932006225935521e-03,2.731275843371852030e-01
4.710412058654869782e-03,-2.523044100441700355e-01
4.730892111083804044e-03,-1.892326414049519678e-01
4.751372163512738306e-03,5.491411998212394202e-02
4.771852215941672568e-03,1.027503339071184907e-01
4.792332268370606829e-03,-1.597717227174308141e-01
4.812812320799541091e-03,-2.285733910361897880e-01
4.833292373228475353e-03,2.310702370662724991e-01
4.853772425657409614e-03,-1.532019673825553985e-01
4.874252478086343876e-03,5.460628735625311370e-02
4.894732530515278138e-03,6.943989781300698161e-02
4.915212582944212399e-03,-4.997939073505749258e-02
4.935692635373146661e-03,4.813473036954814266e-02
4.956172687802080923e-03,1.180622678732363984e-02
4.976652740231015185e-03,2.575718801607865815e-01
4.997132792659949446e-03,-1.782342346834168145e-01
5.017612845088883708e-03,1.271997533439294670e-01
5.038092897517817970e-03,-1.576942251307820453e-01
5.058572949946752231e-03,-6.396382572147554790e-02
5.079053002375686493e-03,1.006488082513705695e-01
5.099533054804619887e-03,-1.211142104257875440e-01
5.120013107233554149e-03,-1.114606789102367962e-01
5.140493159662488411e-03,1.484831262676680474e-01
5.160973212091422672e-03,-2.568199098295119165e-01
5.181453264520356934e-03,-2.667468807439894729e-02
5.201933316949291196e-03,2.956059138349129145e-01
5.222413369378225458e-03,2.941990661295512677e-01
5.242893421807159719e-03,-2.563917647044196002e-01
5.263373474236093981e-03,-1.729271497615035569e-01
5.283853526665028243e-03,-1.418749202290234268e-01
5.304333579093962504e-03,2.567086293171495504e-01
5.324813631522896766e-03,2.254481154089146566e-01
5.345293683951831028e-03,2.244971293565757031e-01
5.365773736380765289e-03,-7.963057007645872598e-02
5.386253788809699551e-03,-2.059848755446340440e-01
5.406733841238633813e-03,1.973354088773350556e-01
5.427213893667568075e-03,1.196512736390010490e-01
5.447693946096502336e-03,6.484361808492657142e-02
5.468173998525436598e-03,2.889109114318297311e-01
5.488654050954370860e-03,9.008017341667155786e-02
5.509134103383304254e-03,-2.954337623065347862e-01
5.529614155812238516e-03,1.874070084242223933e-01
5.550094208241172777e-03,-1.214831227863212987e-01
5.570574260670107039e-03,9.569588537353307389e-02
5.591054313099041301e-03,2.600918908809315422e-01
5.611534365527975562e-03,-2.199792440623512257e-01
5.632014417956909824e-03,-2.312331307490573806e-01
5.652494470385844086e-03,-2.362404570997676256e-01
5.672974522814778348e-03,2.996817467843052377e-02
5.693454575243712609e-03,-1.376103347935842269e-01
5.713934627672646871e-03,6.075793723549073599e-02
5.734414680101581133e-03,1.280471974529277801e-01
5.754894732530515394e-03,-1.786291359161986947e-01
5.775374784959449656e-03,7.830369026801353716e-02
5.795854837388383918e-03,-1.426007275965076593e-01
5.816334889817318179e-03,-8.628841751796748061e-03
5.836814942246252441e-03,2.400490169292249509e-01
5.857294994675186703e-03,2.047090063645970459e-01
5.877775047104120965e-03,-2.450332873275558043e-01
5.898255099533055226e-03,-4.738354184616976744e-02
5.918735151961988621e-03,-1.350257297241255483e-01
5.939215204390922882e-03,-2.979857952389495246e-01
5.959695256819857144e-03,1.599710626511977041e-01
5.980175309248791406e-03,8.001924913610382328e-02
6.000655361677725667e-03,-1.438110731737738679e-01
6.021135414106659929e-03,1.421388184822665601e-01
6.041615466535594191e-03,2.904744455895653249e-02
6.062095518964528452e-03,-4.493071144985585214e-02
6.082575571393462714e-03,-2.943320311476907425e-01
6.103055623822396976e-03,-2.552085658925719036e-01
6.123535676251331238e-03,2.267858893205962623e-01
6.144015728680265499e-03,2.392090108962164341e-01
6.164495781109199761e-03,2.541389343281091895e-02
6.184975833538134023e-03,1.978425827075238896e-01
6.205455885967068284e-03,4.744101588200861502e-02
6.225935938396002546e-03,-2.117441660640133894e-01
6.246415990824936808e-03,-2.240635266606162135e-01
6.266896043253871069e-03,-1.161852946355767247e-01
6.287376095682805331e-03,2.362574363530852151e-01
6.307856148111739593e-03,1.748886338073782631e-01
6.328336200540672987e-03,2.134191191366273943e-01
6.348816252969607249e-03,2.362235166553555143e-01
6.369296305398541511e-03,-1.747634398558431390e-01
6.389776357827475772e-03,-1.512245043513657239e-01
6.410256410256410034e-03,-2.387715709998174118e-01
6.430736462685344296e-03,1.653389476832026472e-01
6.451216515114278557e-03,2.273994080896725445e-01
6.471696567543212819e-03,-5.764460084362529185e-02
