# generated by: gensig.py chirp -a 0.3 -o sig_chirp_20_20k.csv --f0 20 --f1 20000
# date: 2026-04-03T17:17:19
# signal: 20–20000 Hz log chirp
# samples: 4096
# fs: 48828.0
# amplitude: 0.3
time_s,speaker
0.000000000000000000e+00,0.000000000000000000e+00
2.048005242893421765e-05,7.727303410155600925e-04
4.096010485786843531e-05,1.546759820567974661e-03
6.144015728680264957e-05,2.322085448303244561e-03
8.192020971573687061e-05,3.098704185175569625e-03
1.024002621446710917e-04,3.876612943120335501e-03
1.228803145736052991e-04,4.655808584725750453e-03
1.433603670025395337e-04,5.436287922903435682e-03
1.638404194314737412e-04,6.218047720557680347e-03
1.843204718604079758e-04,7.001084690253240282e-03
2.048005242893421833e-04,7.785395493881699068e-03
2.252805767182763908e-04,8.570976742326487721e-03
2.457606291472105983e-04,9.357824995127271214e-03
2.662406815761448600e-04,1.014593676014178235e-02
2.867207340050790675e-04,1.093530849320733210e-02
3.072007864340132750e-04,1.172593659780079255e-02
3.276808388629474825e-04,1.251781742469682164e-02
3.481608912918816899e-04,1.331094727162498992e-02
3.686409437208159516e-04,1.410532238292626361e-02
3.891209961497501591e-04,1.490093894920685273e-02
4.096010485786843666e-04,1.569779310699206606e-02
4.300811010076185741e-04,1.649588093837791800e-02
4.505611534365527816e-04,1.729519847068173091e-02
4.710412058654869891e-04,1.809574167609202811e-02
4.915212582944211966e-04,1.889750647131570663e-02
5.120013107233554583e-04,1.970048871722560394e-02
5.324813631522897200e-04,2.050468421850556999e-02
5.529614155812238733e-04,2.131008872329440487e-02
5.734414680101581350e-04,2.211669792282946329e-02
5.939215204390922882e-04,2.292450745108748356e-02
6.144015728680265499e-04,2.373351288442519108e-02
6.348816252969608116e-04,2.454370974121849666e-02
6.553616777258949649e-04,2.535509348150018216e-02
6.758417301548292266e-04,2.616765950659614981e-02
6.963217825837633799e-04,2.698140315876108516e-02
7.168018350126976416e-04,2.779631972081191699e-02
7.372818874416319033e-04,2.861240441576107588e-02
7.577619398705660566e-04,2.942965240644772676e-02
7.782419922995003183e-04,3.024805879516779747e-02
7.987220447284344715e-04,3.106761862330322671e-02
8.192020971573687332e-04,3.188832687094995955e-02
8.396821495863029949e-04,3.271017845654362877e-02
8.601622020152371482e-04,3.353316823648590933e-02
8.806422544441714099e-04,3.435729100476777459e-02
9.011223068731055632e-04,3.518254149259273517e-02
9.216023593020398249e-04,3.600891436799866924e-02
9.420824117309739782e-04,3.683640423547777237e-02
9.625624641599082399e-04,3.766500563559622289e-02
9.830425165888423931e-04,3.849471304461229287e-02
1.003522569017776655e-03,3.932552087409299513e-02
1.024002621446710917e-03,4.015742347053002925e-02
1.044482673875645178e-03,4.099041511495404161e-02
1.064962726304579440e-03,4.182449002254844811e-02
1.085442778733513485e-03,4.265964234226135576e-02
1.105922831162447747e-03,4.349586615641690135e-02
1.126402883591382008e-03,4.433315548032474435e-02
1.146882936020316270e-03,4.517150426188951129e-02
1.167362988449250532e-03,4.601090638121804050e-02
1.187843040878184576e-03,4.685135565022633536e-02
1.208323093307118838e-03,4.769284581224471353e-02
1.228803145736053100e-03,4.853537054162224834e-02
1.249283198164987362e-03,4.937892344333038447e-02
1.269763250593921623e-03,5.022349805256456218e-02
1.290243303022855668e-03,5.106908783434604970e-02
1.310723355451789930e-03,5.191568618312149969e-02
1.331203407880724192e-03,5.276328642236224886e-02
1.351683460309658453e-03,5.361188180416200794e-02
1.372163512738592715e-03,5.446146550883437104e-02
1.392643565167526760e-03,5.531203064450809087e-02
1.413123617596461021e-03,5.616357024672230525e-02
1.433603670025395283e-03,5.701607727802054937e-02
1.454083722454329545e-03,5.786954462754351908e-02
1.474563774883263807e-03,5.872396511062081409e-02
1.495043827312197851e-03,5.957933146836251470e-02
1.515523879741132113e-03,6.043563636724840621e-02
1.536003932170066375e-03,6.129287239871766824e-02
1.556483984599000637e-03,6.215103207875655178e-02
1.576964037027934898e-03,6.301010784748596605e-02
1.597444089456868943e-03,6.387009206874730283e-02
1.617924141885803205e-03,6.473097702968820533e-02
1.638404194314737466e-03,6.559275494034699783e-02
1.658884246743671728e-03,6.645541793323617163e-02
1.679364299172605990e-03,6.731895806292509388e-02
1.699844351601540035e-03,6.818336730562213344e-02
1.720324404030474296e-03,6.904863755875559339e-02
1.740804456459408558e-03,6.991476064055397732e-02
1.761284508888342820e-03,7.078172828962547847e-02
1.781764561317276865e-03,7.164953216453669171e-02
1.802244613746211126e-03,7.251816384339003496e-02
1.822724666175145388e-03,7.338761482340162845e-02
1.843204718604079650e-03,7.425787652047712017e-02
1.863684771033013911e-03,7.512894026878721987e-02
1.884164823461947956e-03,7.600079732034305258e-02
1.904644875890882218e-03,7.687343884456997178e-02
1.925124928319816480e-03,7.774685592788142807e-02
1.945604980748750741e-03,7.862103957325129733e-02
1.966085033177684786e-03,7.949598069978673631e-02
1.986565085606619048e-03,8.037167014229910922e-02
2.007045138035553310e-03,8.124809865087527505e-02
2.027525190464487571e-03,8.212525689044805621e-02
2.048005242893421833e-03,8.300313544036540259e-02
2.068485295322356095e-03,8.388172479396031889e-02
2.088965347751290356e-03,8.476101535811875198e-02
2.109445400180224618e-03,8.564099745284831089e-02
2.129925452609158880e-03,8.652166131084547407e-02
2.150405505038092708e-03,8.740299707706282450e-02
2.170885557467026970e-03,8.828499480827574353e-02
2.191365609895961231e-03,8.916764447264829974e-02
2.211845662324895493e-03,9.005093594929917955e-02
2.232325714753829755e-03,9.093485902786717368e-02
2.252805767182764016e-03,9.181940340807573375e-02
2.273285819611698278e-03,9.270455869929776493e-02
2.293765872040632540e-03,9.359031442011958579e-02
2.314245924469566802e-03,9.447665999790523517e-02
2.334725976898501063e-03,9.536358476835954390e-02
2.355206029327434891e-03,9.625107797509176166e-02
2.375686081756369153e-03,9.713912876917836503e-02
2.396166134185303415e-03,9.802772620872581000e-02
2.416646186614237676e-03,9.891685925843327065e-02
2.437126239043171938e-03,9.980651678915487823e-02
2.457606291472106200e-03,1.006966875774617659e-01
2.478086343901040461e-03,1.015873603052044050e-01
2.498566396329974723e-03,1.024785235590743443e-01
2.519046448758908985e-03,1.033701658301659221e-01
2.539526501187843247e-03,1.042622755135382134e-01
2.560006553616777075e-03,1.051548409077765339e-01
2.580486606045711336e-03,1.060478502145543594e-01
2.600966658474645598e-03,1.069412915381948576e-01
2.621446710903579860e-03,1.078351528852322661e-01
2.641926763332514121e-03,1.087294221639743957e-01
2.662406815761448383e-03,1.096240871840638426e-01
2.682886868190382645e-03,1.105191356560402266e-01
2.703366920619316906e-03,1.114145551909021675e-01
2.723846973048251168e-03,1.123103332996697318e-01
2.744327025477185430e-03,1.132064573929466855e-01
2.764807077906119258e-03,1.141029147804833721e-01
2.785287130335053520e-03,1.149996926707395756e-01
2.805767182763987781e-03,1.158967781704477173e-01
2.826247235192922043e-03,1.167941582841763998e-01
2.846727287621856305e-03,1.176918199138945742e-01
2.867207340050790566e-03,1.185897498585352372e-01
2.887687392479724828e-03,1.194879348135607922e-01
2.908167444908659090e-03,1.203863613705276475e-01
2.928647497337593351e-03,1.212850160166522445e-01
2.949127549766527613e-03,1.221838851343765020e-01
2.969607602195461441e-03,1.230829550009351903e-01
2.990087654624395703e-03,1.239822117879229024e-01
3.010567707053329965e-03,1.248816415608615255e-01
3.031047759482264226e-03,1.257812302787691128e-01
3.051527811911198488e-03,1.266809637937288679e-01
3.072007864340132750e-03,1.275808278504588777e-01
3.092487916769067011e-03,1.284808080858828860e-01
3.112967969198001273e-03,1.293808900287015118e-01
3.133448021626935535e-03,1.302810590989646189e-01
3.153928074055869796e-03,1.311813006076441024e-01
3.174408126484803624e-03,1.320815997562080624e-01
3.194888178913737886e-03,1.329819416361952555e-01
3.215368231342672148e-03,1.338823112287915451e-01
3.235848283771606410e-03,1.347826934044063230e-01
